X,Y,id,Des,AreaSub
-75.7079053929499,4.81715010933009,2,DOSQUEBRADAS,9588288.93164
-75.6994240418368,4.81649644039259,2,DOSQUEBRADAS,9588288.93164
-75.6959065507693,4.81623797883813,2,DOSQUEBRADAS,9588288.93164
-75.6960190018249,4.81613694478457,2,DOSQUEBRADAS,9588288.93164
-75.6960225770435,4.81495409942323,2,DOSQUEBRADAS,9588288.93164
-75.6978909387199,4.81514739037188,2,DOSQUEBRADAS,9588288.93164
-75.6978999410249,4.81403836091039,2,DOSQUEBRADAS,9588288.93164
-75.697934572186,4.81334119982073,2,DOSQUEBRADAS,9588288.93164
-75.7063568699626,4.81434825774022,2,DOSQUEBRADAS,9588288.93164
-75.706340170011,4.81192858523614,2,DOSQUEBRADAS,9588288.93164
-75.7003094534172,4.81035269354201,2,DOSQUEBRADAS,9588288.93164
-75.6939109121264,4.80993525379942,2,DOSQUEBRADAS,9588288.93164
-75.6918410718024,4.80980728038442,2,DOSQUEBRADAS,9588288.93164
-75.6895055406098,4.80959059783903,2,DOSQUEBRADAS,9588288.93164
-75.698065034557,4.80972419255404,2,DOSQUEBRADAS,9588288.93164
-75.6997701534599,4.80974911708856,2,DOSQUEBRADAS,9588288.93164
-75.7107061759567,4.81183076106853,2,DOSQUEBRADAS,9588288.93164
-75.7154066672644,4.81351206192817,2,DOSQUEBRADAS,9588288.93164
-75.7166790609935,4.81260310707303,2,DOSQUEBRADAS,9588288.93164
-75.7202197692813,4.81235958127126,2,DOSQUEBRADAS,9588288.93164
-75.7226820310562,4.8161427663728,2,DOSQUEBRADAS,9588288.93164
-75.7242693615868,4.81598806516467,2,DOSQUEBRADAS,9588288.93164
-75.7275531815422,4.81575739386271,2,DOSQUEBRADAS,9588288.93164
-75.7326591845179,4.81820233637724,2,DOSQUEBRADAS,9588288.93164
-75.7388633959356,4.82084082170327,2,DOSQUEBRADAS,9588288.93164
-75.7452839051015,4.82145972106064,2,DOSQUEBRADAS,9588288.93164
-75.7439576879233,4.82311049864053,2,DOSQUEBRADAS,9588288.93164
-75.7414076017687,4.82751232201873,2,DOSQUEBRADAS,9588288.93164
-75.7386641310319,4.82766611706437,2,DOSQUEBRADAS,9588288.93164
-75.7321831129558,4.83114186779296,2,DOSQUEBRADAS,9588288.93164
-75.7250152246623,4.83321671419088,2,DOSQUEBRADAS,9588288.93164
-75.7177316653202,4.833424937924,2,DOSQUEBRADAS,9588288.93164
-75.7151073514463,4.8239619414709,2,DOSQUEBRADAS,9588288.93164
-75.7148133087432,4.82395976480922,2,DOSQUEBRADAS,9588288.93164
-75.7140825078723,4.82411172290997,2,DOSQUEBRADAS,9588288.93164
-75.7098310113683,4.82492192264173,2,DOSQUEBRADAS,9588288.93164
-75.7264212779214,4.80012113911205,5,NARANJITO,12775366.53662
-75.7254014031697,4.80154075400922,5,NARANJITO,12775366.53662
-75.7234795102082,4.80286412253177,5,NARANJITO,12775366.53662
-75.7216122307466,4.80274153222685,5,NARANJITO,12775366.53662
-75.7189835673619,4.80326478146889,5,NARANJITO,12775366.53662
-75.7180333599671,4.80432448614854,5,NARANJITO,12775366.53662
-75.7171793066588,4.80526237605855,5,NARANJITO,12775366.53662
-75.7166930590782,4.80547521850923,5,NARANJITO,12775366.53662
-75.7147196050788,4.80594210908992,5,NARANJITO,12775366.53662
-75.7145339680536,4.80521885884479,5,NARANJITO,12775366.53662
-75.7091003766859,4.80645147520553,5,NARANJITO,12775366.53662
-75.7038296403188,4.80410784901579,5,NARANJITO,12775366.53662
-75.6979382513801,4.79860128664535,5,NARANJITO,12775366.53662
-75.6951654968482,4.78916549519621,5,NARANJITO,12775366.53662
-75.6669242479932,4.74430998033842,5,NARANJITO,12775366.53662
-75.6826974337261,4.75182778878553,5,NARANJITO,12775366.53662
-75.7042998413768,4.79073357754398,5,NARANJITO,12775366.53662
-75.7043488264436,4.79122171645902,5,NARANJITO,12775366.53662
-75.7062687254345,4.78984267099332,5,NARANJITO,12775366.53662
-75.7072737347647,4.78893302938512,5,NARANJITO,12775366.53662
-75.7088719799464,4.78835398254941,5,NARANJITO,12775366.53662
-75.7121864340253,4.78892746021307,5,NARANJITO,12775366.53662
-75.7158603127059,4.79112408825405,5,NARANJITO,12775366.53662
-75.7203179521988,4.79449223758545,5,NARANJITO,12775366.53662
-75.7213466382357,4.79527325534893,5,NARANJITO,12775366.53662
-75.7223263392115,4.79571257743272,5,NARANJITO,12775366.53662
-75.7225721010128,4.79722614055598,5,NARANJITO,12775366.53662
-75.7244209691005,4.79842692416215,5,NARANJITO,12775366.53662
-75.7254777362543,4.79911252947985,5,NARANJITO,12775366.53662
-75.7261611060046,4.79951042772011,5,NARANJITO,12775366.53662
-75.7264212779214,4.80012113911205,5,NARANJITO,12775366.53662
-75.7450605023097,4.82128189267063,4,CUBA,23446171.78320
-75.7388604851645,4.82075720625486,4,CUBA,23446171.78320
-75.7275364537392,4.81563661154517,4,CUBA,23446171.78320
-75.7227185741082,4.8160176332228,4,CUBA,23446171.78320
-75.7202477796893,4.81217372174131,4,CUBA,23446171.78320
-75.7166093740914,4.81250894851676,4,CUBA,23446171.78320
-75.715303006534,4.81335260613757,4,CUBA,23446171.78320
-75.7107765525172,4.81174351945395,4,CUBA,23446171.78320
-75.7042618622745,4.8104622444803,4,CUBA,23446171.78320
-75.7012849248987,4.80993434498597,4,CUBA,23446171.78320
-75.6976686066654,4.79859819888369,4,CUBA,23446171.78320
-75.7035235293414,4.80416776583613,4,CUBA,23446171.78320
-75.7091061518826,4.80656823787437,4,CUBA,23446171.78320
-75.7143064028851,4.8054251566981,4,CUBA,23446171.78320
-75.7145358257521,4.80611100550277,4,CUBA,23446171.78320
-75.717365374092,4.80550136203616,4,CUBA,23446171.78320
-75.7188183853428,4.80367242864015,4,CUBA,23446171.78320
-75.7218008822399,4.80298657725631,4,CUBA,23446171.78320
-75.7235597906851,4.80306278291795,4,CUBA,23446171.78320
-75.7256245961944,4.80169107838683,4,CUBA,23446171.78320
-75.7267717103396,4.80024316509611,4,CUBA,23446171.78320
-75.7263893388947,4.79910007353587,4,CUBA,23446171.78320
-75.7253186989201,4.79772836116015,4,CUBA,23446171.78320
-75.7261599159421,4.79620423298616,4,CUBA,23446171.78320
-75.7263893387291,4.79483251474162,4,CUBA,23446171.78320
-75.7254716472941,4.79292734599157,4,CUBA,23446171.78320
-75.7255481215388,4.7920128630845,4,CUBA,23446171.78320
-75.7250128015663,4.79170803519876,4,CUBA,23446171.78320
-75.7239421616124,4.79086975779637,4,CUBA,23446171.78320
-75.7242480586501,4.7887359560159,4,CUBA,23446171.78320
-75.7235597900643,4.78705939283982,4,CUBA,23446171.78320
-75.7223362015384,4.78591627925713,4,CUBA,23446171.78320
-75.7233303671266,4.78454454034152,4,CUBA,23446171.78320
-75.725548121164,4.78233451072751,4,CUBA,23446171.78320
-75.7277658753605,4.78423970893392,4,CUBA,23446171.78320
-75.7281482468524,4.78660214743804,4,CUBA,23446171.78320
-75.7309777952897,4.7885073337406,4,CUBA,23446171.78320
-75.7331955494567,4.78965044295467,4,CUBA,23446171.78320
-75.7349544579342,4.79056492895063,4,CUBA,23446171.78320
-75.7367133663055,4.78873595553008,4,CUBA,23446171.78320
-75.7400017603139,4.78782146689177,4,CUBA,23446171.78320
-75.7420665658645,4.78751663703625,4,CUBA,23446171.78320
-75.7443607942789,4.78782146672204,4,CUBA,23446171.78320
-75.7503257881108,4.78744042924982,4,CUBA,23446171.78320
-75.7524670680032,4.78873595491672,4,CUBA,23446171.78320
-75.7532318108629,4.79026009968649,4,CUBA,23446171.78320
-75.7527729652266,4.79140320607435,4,CUBA,23446171.78320
-75.754073027985,4.79132699899188,4,CUBA,23446171.78320
-75.7571319991941,4.79147941292803,4,CUBA,23446171.78320
-75.7577437934966,4.79307975843205,4,CUBA,23446171.78320
-75.7545318738012,4.7948325136442,4,CUBA,23446171.78320
-75.7520846969272,4.79711870926763,4,CUBA,23446171.78320
-75.7546083481845,4.79749974101306,4,CUBA,23446171.78320
-75.755831936654,4.79719491550734,4,CUBA,23446171.78320
-75.7572084737544,4.79871904138265,4,CUBA,23446171.78320
-75.7579732166407,4.8009290179039,4,CUBA,23446171.78320
-75.7588213386874,4.80228545440189,4,CUBA,23446171.78320
-75.7632925488673,4.79947310171897,4,CUBA,23446171.78320
-75.7649915747687,4.80278405909784,4,CUBA,23446171.78320
-75.7689527566578,4.80508541481445,4,CUBA,23446171.78320
-75.7706720068707,4.80751180864512,4,CUBA,23446171.78320
-75.771730542797,4.80959488764464,4,CUBA,23446171.78320
-75.7736003700533,4.81182588175712,4,CUBA,23446171.78320
-75.7755412141469,4.81357054765246,4,CUBA,23446171.78320
-75.7734442855483,4.81553677514225,4,CUBA,23446171.78320
-75.77304714047,4.81727908838277,4,CUBA,23446171.78320
-75.7723873059987,4.81927590762318,4,CUBA,23446171.78320
-75.7698594626541,4.82023895458899,4,CUBA,23446171.78320
-75.7673334128428,4.81985197861098,4,CUBA,23446171.78320
-75.7656396421355,4.81853329054236,4,CUBA,23446171.78320
-75.7603607136617,4.81857039702734,4,CUBA,23446171.78320
-75.7569854678558,4.81578339880234,4,CUBA,23446171.78320
-75.7533671751479,4.81496528792026,4,CUBA,23446171.78320
-75.7521361783854,4.81609636812414,4,CUBA,23446171.78320
-75.7496493064508,4.81697369631058,4,CUBA,23446171.78320
-75.7467180514224,4.82041276217108,4,CUBA,23446171.78320
-75.7466555692495,4.82081466213825,4,CUBA,23446171.78320
-75.7462131767684,4.821343341683,4,CUBA,23446171.78320
-75.7450605023097,4.82128189267063,4,CUBA,23446171.78320
