Lunes,Martes,Miercoles,Jueves,Viernes
314072972576,333177184471,70615113.9127,285291899759,287399609066
229916054398,472739205523,215589749071,307021256965,110972705193
11087278.0539,4900536.68819,149280313177,15103324.3225,472052597546
19694920704,277723659013,400434184975,680494582893,18794721.1367
49650791.9659,75424521.0629,380337667377,5451480.73161,255170433387
127776228543,442759367316,20512652.4941,119953103644,129232658419
735059255501,28568273.6715,72242741.8151,75723726819,175874184083
8546139.42502,241066895491,125273351737,294684440141,99382847.2976
521401694.42,61802537.4502,278380120228,78194787.7158,53523840.6409
356675472642,268132459843,74091980.1435,276235908913,51503143.4392
108693584.64,505177277808,10176518.0732,151110728765,297060229313
82868378.5771,11331261.2677,36766029.4511,402014702629,27571883.8364
9316452.76484,414103604526,10215033.4108,270779631216,230313492857
67027993055,71294508.4073,21826367648,199650641731,401872841817
121281717005,513090106795,37745658.0127,93024917.1747,181558762629
15504384.9157,79919727.0259,169057479.0,251689750917,241595533634
158437017804,314285926077,59076644079,149184787124,301623869506
204036706401,11025134938,17936113.4763,398258247974,336200126267
20324831.2105,410383058975,409396313277,43115881.1164,349892066043
471669373278,413690894158,131738486738,-20792455.5979,372651467028
11837195.9377,11920447.1209,31633876348,72666864.4831,7349233.34056
286978242.68,31215280.4212,81913484.8615,230591038966,552865131.16
91031836.3442,58123965742,435387886848,165453468277,461252731722
50080030.6217,4830193.01507,257271258532,-4659996.68932,113262905526
257509608367,214120152188,421482557445,27371465.0194,214628981378
58498182.5436,23035150.3498,95934010.4749,86054526.7645,155291199168
141995568202,242751114114,16295981.1013,214966116.78,109215311015
202090974844,445455534068,6338056.56562,2224676.79826,72781144.4497
199251952325,78181227.7759,525688081138,-8256135.12296,531742276415
43582757.2608,205667272201,-52601386.6515,123724331491,346096876336
440748903897,183875472444,8583048.01317,132693297207,54652380.3178
11771142.5107,460952024518,426708872271,18250168.9331,231581675219
424148787902,338299661.78,228255160735,595271900.61,41077737.8577
83753444.3879,330578486929,304962707162,137312148316,97745934.3363
50730163.5365,345982003033,87136657.0977,197058958189,582016418352
28663865.4417,173072726569,120116267204,79323994.0531,86256955.1238
574545225882,64667159.6955,269944100167,128035952108,212877865658
407903536276,-34722139335,368568527262,208997546287,211630881849
135830501106,421210946947,140606664392,49794915.0373,21921997.4873
9622204.26714,120601304071,484223279593,253035204245,143699054763
43592455.1755,552651197188,712647928844,220270738571,457390905169
7547632.1768,126483527121,20549476.8381,79140370.3377,354038546606
32301581.4271,229167831.02,507249631183,32599104.6077,5028595.80802
279673463114,174360050137,78489017.34,57292099.4615,294275865.16
478227037.13,95097722.6383,108402803.54,102865245605,135198770235
230626880211,78630657.8714,2891739.81472,235273107055,417200780153
18442337241,133002784201,122231640379,520711380868,21613545.4524
238915747998,23493101.6259,333716092754,-39435525.4798,256052926217
44008268.4872,304392336085,221691634793,180601182.08,441272593176
61710074.5491,379491775591,77501002.8947,17393889447,87140379.9161
210436099561,56767829.8515,168501187133,63011338565,79704437.3546
183896696735,252888671123,252813012734,240450452516,74506512.1304
195339545855,12718891793,146037847202,284372962351,213307451962
420710366.92,586037321106,73258564.0862,476580077483,51322748.5409
39605959.1509,120210601959,452942898.14,170534446647,457634121595
57969028765,126212341736,69607668.6308,284985077066,28705966.5263
145097181362,50119763.7844,49891934.0493,16761358.3198,28124991.9497
-64973862.3125,410857511616,85378636.8141,84086042.6145,13654925377
540119565534,114517490597,214737023602,145502559826,100055145644
174807588424,100070809001,33355163.3527,74950464.6483,154931138824
449854324937,11538272.4772,413163526.98,176737.412219,17505197.4356
65269635.2465,522937176392,319930749.59,131904316857,60483221.7644
82958194.7624,245257878517,387328093359,60714555.0597,732038129194
139124083.39,157110332729,23584934.9628,235201030856,274959040074
279582362045,220638295836,50712895.9339,583882353609,27904270.9808
34092531.4295,227689724229,273983590816,76411619.0226,204824356183
404848612239,40454267.3164,1904726.81498,83083808.4039,152657368.55
398360758158,169076228862,31473389144,136150602025,640087825013
59099848.6473,321053128327,-6490346.77704,192247633004,493527326064
91166140505,360123007715,49914879.6486,40211480.6392,299034807611
119398519066,362161038.7,8966513.53078,87785473.7724,217395093067
38062027.2717,0.0,234035715.97,84344599675,26076285.6335
105656915331,9138814.87474,207626811364,278069198507,45698706.7607
48576351.0716,307381815083,59799422.9431,168770151622,250228168567
170370287803,185729216745,31444885.9725,163772633046,126899045.68
155834469228,449970276586,351991819.08,277142691137,379684559784
472593203087,38345252.8568,54732064.5723,52609047.2333,183438111273
262646000.37,323239172274,350351714593,192135454515,569781016795
184554591036,173157712835,68178914.6246,118724231609,43138267.3097
42454019.4998,148248019155,32870533.6606,176932402999,596619016954
11477699.2189,576199337851,34334451.1343,4226987.35429,48636531.8546
248219881697,187448493858,81048227.7475,316360469454,332851160449
317427834615,676495810405,283953964116,138763803573,43681560.9165
58702580.5787,411555734653,42148277.5656,151093780525,47310231.7445
20562504233,67986702.8628,118230737317,263103078946,-23635386.6845
262762288201,40196959.9262,52659187.6707,279443487415,155762031502
330896408431,72883031.9768,235708410566,409245217097,32396506732
61734460.7124,72651206.1982,289808854.39,188835873416,378633348549
395852225324,4840217.28853,31908290.0281,63475489.9657,257072881317
71582897.3679,196058032222,325526366053,627585105399,141506715235
290611777.62,260115120.73,21053670069,17801846.7306,36701233.5047
369460303403,63995605.7372,465714969644,62274992.0291,66151152.5369
383070671516,52239954.4706,81522861.0653,54669998.5792,22405611.7641
36554646.8663,295137284018,141006240689,398186466082,53224163.2604
0.0,357528588325,3473250.68469,-16526699.9724,246596244655
222332244042,99470659.1188,219967205282,6052131.59044,74510752.3227
5257495.8854,55658695.9306,274433026837,385074658.85,316871831769
515628663222,428641993247,75757150.0487,654539402711,469927991385
264192469.41,240841660.11,6841004.32642,19975264.7872,-6919195.8404
57131538.1284,95872007.1546,180655882525,152201580841,53877778.4266
361099328204,69019830.8463,160055274015,120626256208,11825711077
121478983006,63553519.3591,382294869578,316173123755,53683954.1413
140037223143,-2531399.49516,47323155.6966,12853554.9524,21069187.5945
4165178.30131,200311511586,2442094.35848,359961742037,206877949462
265753948501,318507801357,142580902.74,-31556158.1543,14186903.3004
43581035719,201679047.64,143519825581,17618318.6061,855898.40859
617845643285,71709586.4419,4242178197,136369915028,50350368.8232
66524573.4519,129941979.77,15761910192,638452447858,40444772.2675
491165685877,66824067.0093,106993522788,394034015266,61244889.5403
240861113486,108070724353,68941665.3713,297758237884,22044852.0387
31074809.5648,155416428099,154963389954,428830955.53,960584408428
331227044.74,-46258163.4393,280404677026,411477897598,446156750356
101882172198,56446694.8784,508277182.58,662583592624,45053667.3579
412618436688,31847381.3107,324150629174,25734129736,191920540934
162298807718,61380557.0703,192567095.2,563550467525,375846205691
540834873895,291074039113,189871485495,275773036929,218804077772
49602772.5175,215230752519,627916758066,104003399916,74576678.9295
132255362057,39073030.9121,335027822.95,307184995203,151117481467
373948190946,449067876929,404742178482,172129197369,253271167252
436687162.54,80807457.0749,20148713.3365,430098440249,116907132368
219504993211,351911625151,163212667577,11567238.3974,78518481.9108
363010894024,270357822499,292477983361,92168179603,86763483.9599
3843361.89285,279641331794,149497377716,191928408434,63213932.5514
20737037.0125,431252388328,179362063006,63702257.9781,63930768.0796
422567092489,428112327.05,148106029034,271801351012,185157642793
372150579357,6497965.1093,674966334252,90675411.3709,15840712.3343
66193989.3168,56192124.5371,20912113.7855,14184556.7157,320598568729
82196265.94,269324894753,21304563.3302,44772508.6311,418827341794
472744419756,45323911.4445,116795163.33,213397345.21,63524975676
223215621809,324457273768,217838500887,290027693912,145236115913
375296089334,258509418043,44708877.7865,20214746.5133,140213859978
381748850249,5554337.80494,475733567.63,41469096.1828,309401368555
114787065931,23134978.3064,98968017.6621,235405895088,4551084.36118
276116202755,198120480741,472085215715,365565479993,269678954187
97856311.6309,288527586132,182217217607,400803124.83,65364740.8823
95957288.9698,281892577841,290682329464,241732847016,623399589712
81621086.9892,129668070255,297136299956,281571448334,5673319.26839
266704195124,210114528604,101407718076,468935413761,29531545.6064
182288188093,302081716881,223370759479,155871370788,72228385.8355
175570842017,314069911772,235880169409,389852505069,339745428063
59397902.8447,93258033384,55644943875,6307092.35145,140336808696
319591437433,310919944059,88959855.9222,141255591593,34674395.0626
68290329.1317,61345504.5082,67650683.4247,6458648.89004,116161465.52
38747102.7629,11642771.7127,611294361.69,28506771637,183585647476
287336549517,115007528747,-2818593.73097,276617838747,422671745568
304691952837,47711635.8449,67504682.7582,-7569325.18192,446860186426
179335174148,275139414842,369747291507,95455922.7935,228521277427
408071407262,50461062.2519,245935758913,265130240942,126930959118
233903708975,392865502234,226545726369,533184234605,330623244174
469879546418,58012252.5415,322688211468,449607196391,49201809.0528
50977283.2838,225697467506,12057076.7986,58651281.6696,469042047859
282071390.61,194592392487,-2632779.56558,70125455.4982,35618786.7102
646292315857,342181294556,438049017782,147596591339,67226910.6433
190694335281,111754344971,213846961233,365087619881,481643539746
151660844774,263410502917,108236180346,71445572.7973,440728182979
478116732549,61278636.72,99322145958,262873330997,121407126981
42326368.8307,193271533458,271703448.83,101251028096,192225130915
153695456615,348316673765,536954552608,66568622134,8994247.55083
285533887698,171525300204,-56522438.0453,289147481122,267288856578
192255960889,480020329988,90331877.3969,23207450.6843,154161891571
24896056.2355,247880591126,50117391869,167426801498,88817240.1102
377491383.06,17830953.9374,327616783597,-38015975.2124,327058124579
61978377.7036,443319825979,-28984.437932,101967221197,33459443.8065
7970902.24512,115347346409,25960206.1709,79614149193,275365111828
257413955722,108872838.74,89383142.2344,609072828169,211264067416
72554485.9029,257283044.56,166522142709,9400934.51347,253940199281
204117720113,97611804.7593,174921687984,333668545641,348793063239
24891574.4659,104857646888,152341761592,266840487192,234051861745
41938569.4013,136991981808,50290115.2509,2384806.03886,78490260.5665
199299190004,6770687.99319,22059699925,31878855.7446,264318098894
33735163.6513,120999137704,508227073852,188605590168,65269449.4925
434302131774,562959270401,16052273.9365,250305301727,587718383584
378674341233,159758082692,187666764946,35760948.6382,101679118.1
249631388237,286957201029,7579243.4441,10532760.5559,551605732786
108645258196,47627614377,228133230498,26173910.9848,51787725.3992
155101165439,87782471.6453,366512049.58,648874356405,290597866499
11515252.9895,19222964.6666,40599198.5708,372717728.58,181820214898
98971079.2707,10913017.8345,914903126385,348399652837,213451211319
358259673482,16362855.3537,58925957.1583,77211110.7562,103127837277
343188541.75,37043425.3154,229491604465,22711584.1187,27576901.0704
571584576491,208421936024,400290563707,7020383.83775,41265986.4479
108220864792,58071102.3944,318167062.72,-20897811751,208468912858
335584857298,55648762.5923,291485882469,450382785466,562420523654
124277025027,405946237503,449493794578,34115468.7203,31075842.7598
18282545.8889,343998110827,76222511.1513,321671907661,445195575236
413844872552,32006207.3518,504156275128,94187170.2718,62700439.5563
20192849.4034,179644042.59,667102930709,288326052035,382791972911
45441441.5815,44513377.3513,15743543.0515,76251549.3511,273934872259
352405629714,16078334.5478,392765237313,288163114241,360386915884
260393804.12,155239542137,86143425.7579,33479553.4297,70096599.8437
12405248.2447,28220594.7236,172497169428,427893631.81,383036466139
81272233.5795,267380462834,252717924892,492395126969,22039527.5154
151468196.52,57329685.3512,337065920913,393317129704,352734662062
12886289.2173,672660305944,83885049.2519,465693616932,41469459.8147
74141725.1471,86369053.4272,557898506629,7945435.0711,209564275314
146835270371,76837623.7838,347613901764,182393200214,178942604632
-3640243.1605,232697690901,286875829174,4214717.64139,20297357.2498
296105649748,179403967087,49082071.1138,280309974.37,83059095.9461
299663767.32,95280538.0753,59376053.9722,502808757.09,157033364.81
-5822230.62605,354213245853,29414147.7927,184142253159,122471937095
18565057.0786,131727924174,67367643.2522,504536386941,394318795455
267077656.47,179859337.39,226009063792,226847860708,265346053062
224882986091,91953881.6834,262104276297,728689132591,84213911.6622
139846475493,75066293.4081,166802318345,609903960.94,4843868.56765
14630003.5183,290230731351,54861348.3527,251819236442,39024642.7838
4356805.41318,46895582.7194,207296994539,399314478072,58716630.0627
163057791703,3985432.61543,240644748907,85020573.5307,140967644069
61660623.2671,70989789.9871,177369032733,359880757799,112376798162
24730502.5993,174751090578,40572376.2873,323246359649,16791570.4317
466656516256,-39297115.5803,499161115163,728211121572,174935503835
252382427867,293224905268,10206552.3778,597672710394,237147786.55
51843872.7413,44263417.9627,26275641.4778,293913534772,247406907808
139589156928,284923270964,420924369.32,115147805766,1540389.45348
201999005325,5921972.33622,218914458.29,763239498395,-22480426.6779
540039397712,374906818098,632944199296,191584378777,229364501556
59127075.0769,439713986534,3997108.70699,62438916.7883,13050261.1868
72511035.1306,339102782775,551527233985,701225476887,115226635.72
61380354.2268,501377601603,130680423577,303680027745,485285702409
16486168.7819,742399640917,285853841275,1447733.84299,58584390.6111
206126817309,637299011251,662059719062,337285489994,457366604436
47824808.2256,78542438.2195,297578026878,607596413677,236255310534
124402915.55,-93626962.4856,148244584864,557955668445,246268188044
502595439836,79825709.8284,404221434821,148862180817,405412651257
328713021264,40128445.4558,411840080883,145085815673,237022870648
330494084141,106315327335,294159218512,666249950906,269522155318
342685447832,61845035.7294,352073326277,439628186678,218984215937
820507836254,501937746.15,418694732215,476110129.56,489625672154
477943398807,236517706998,45115631.0889,517425512.22,74497501.0468
355153711278,873326107472,283063809789,109379550324,699960469.41
648918305556,76280699.4723,201702759306,-19897925.9229,20015468.2127
37242004206,486127663384,215102571241,289246490924,57813968.7954
56316617.2134,583156676387,251962943092,506674960153,323178361252
197514532015,147716451949,222820460559,54311771.9045,170287140396
53660817.6046,581193600763,613251580084,135369946854,156047112216
55448931.1534,2014033.59531,40011919.1295,91048170.1234,244646004.94
153397138.46,294502665586,137250020674,110635275274,459509712385
756042691033,140967692929,138852760237,184924953941,582067885033
340247117476,289949757427,260593522723,289776897762,304213350335
238899014046,185261237.68,294358814895,519833670782,676213366.02
448115181019,353190921126,664430364.15,263341650679,750248247943
570146136568,366591837318,495319430574,101247295.29,482801856328
248407623368,947969467499,64689926.5311,7739348.55145,390566813846
123513626822,253916544255,103809569.66,101730646.31,148556953178
583528262625,509715292195,132997074444,574290186664,562071886546
119442059518,19642898.9691,581145691152,599316085724,352036167806
52691494.1907,109319897784,372832848.03,193262098002,63713991.4033
996314715589,305638810897,268420221517,73853014.1976,134398630138
132634321335,523303944768,357082253136,176977236696,291040518794
499798357898,304457598725,64362145.8389,241492090494,514801317061
360472101254,200253273879,92375822.0028,-28776519.3585,364078519734
289227666753,244231989205,386192828898,297928099797,67990975257
205502259501,387535538832,129381374122,126249440872,289606373363
413219822397,367976209891,3682688.52756,187434795039,593002807043
87016409.0093,436060935529,210465022701,8951356.9526,242762316997
217768758785,383020138994,295686646066,-12852206.0117,153217130.11
361335146374,514448065642,272663335134,133739885868,733995850585
110622656559,306543817381,458925554062,506488957.69,671318082466
493860521591,802487938.05,153503130654,185628074942,142052938158
198773292687,460262502301,606837572129,39932822.3486,321824181986
411295041442,244109420878,324535367313,148571933.55,85894681.2524
409103141948,319652800773,113856734177,873193162934,602589211963
178821333537,292705023817,368657686922,698070010982,765026195448
34103902808,729634610355,191012778333,86719909.3481,187179617.67
175685726662,596024191216,361317541413,194645356607,230198447748
58239304.2413,648955853988,333641570922,98326065.1332,0.0
60887282.0776,640412369793,222473701703,1106875109.11,390767620823
617958642957,815986207363,189874994.69,145476524072,950672931384
127297045273,256936624842,1068924390.62,154073797513,378734747348
101579721.84,57795101.9809,113606703344,105843237422,34915523.0328
228783146023,104293536176,150040406.79,527086376832,265984001938
639442954672,158591492663,494485437315,216471308665,128530126831
685827532065,268889801546,42003145.2661,234232868917,313466734432
215474783312,273349807469,289264110231,84892890.2161,800832944606
320784299892,320334208495,101392623568,499753610637,196034427249
208202770133,12206492.4619,833609808813,794383089584,672614789898
553560154214,163224260958,171187139461,159857190574,968524280156
384130134795,4303094.77901,354711248723,107749005366,79284679.1967
100946978149,96731087.0152,1192924318.97,422828237389,523779362748
335354314.91,116450330829,14413763.1422,451520258514,173884184708
112094943631,166724650582,628229750607,733054459466,498992109432
282088834.24,234212986777,721341148736,-29456289.1377,275736735608
168525038604,83756581.1797,452832680085,667615181447,635665313534
59880269.9616,823536841392,258843269685,342945304486,283144115059
136533764038,91474253.4063,255310895275,24140982.6611,73677725.6804
90958075.0836,445382308628,724752922183,675377852527,46173179.5394
47031612.6199,733286253082,1065590803.48,895761041748,437693521202
23445644.5647,183222918103,80187257.6645,248287839985,101879611.49
393998061131,794088148379,520954463174,339683463085,406784762193
486757348959,204886715875,369965180.08,420606153532,542133391.96
875698852105,401843465995,334386118414,-34305976.7097,693018158679
499114491986,108945323426,118021125.35,133667545116,529035605252
727687137058,953929101207,103478947413,140390604118,156477109065
380953831808,64721646.4616,126428478155,275345210055,531961870824
92057638.5648,286707317913,455412657898,104337177846,544870297053
448848521.25,200755075528,202857325328,371313994.39,265134829911
503618468636,546570194037,286302571654,26583878.5937,705980383361
410932774215,345008897066,439357178648,710439166.35,261227049074
155000634743,143356148.32,223899709225,471821616739,217685410952
472631386.39,617606536994,229617716754,44816256.46,116090219129
623487570604,44122779.7019,165936074052,285526011208,481812030255
12809637.3668,189683595555,114089835596,552012922891,245241856.11
257413837.06,26695746.0201,303809917593,525572625228,232071993546
736527829009,848742013124,400325385907,17811722.1661,549739993658
461268455182,37275987.4445,383568605364,686491838873,221361511298
49746170.4689,129311938622,417727276308,27079162.9011,539332884211
317696764734,38572226.7364,630615867911,555696077663,469589548838
906980487.48,49749961.0757,221409647851,151539045487,389564877217
37224168.3658,355503383.44,92871546.7762,547111132786,201535041973
303530725564,358062012286,72803552.8988,211231172091,78742798.2172
390367947276,295882726274,416583784692,137382708835,293795608912
57695297.1413,594300750051,226314702834,334615584892,247443683745
597079616879,465264233658,756003303105,457871936224,305768258419
167563509577,534679399964,726250715723,349315161301,435421431897
104911462798,122844908621,175648388075,600597170189,416374506468
91449918.9143,167142636379,23215053.8561,818807646738,634924835413
329043356.21,149066508709,341042886872,339541614297,408802353138
86654976.0248,417676948806,507720366814,489593708453,302320567341
272993088534,692644771059,428895160599,997891676909,39071781.8786
552833167058,536937989786,363129615671,310627913.37,385756748689
365588029986,165249892.63,232631737066,172441287592,595938355111
667870271169,50116283.4334,907282933394,793501510424,243107675997
521733013306,520464521475,331091165.46,286840762478,249465805648
364410614276,373307143221,232347615728,173036988058,206299333.48
356514740173,43914005.5818,91491988.9446,102383987381,1127012661.79
227192479539,298764617069,94307875.0063,442520636219,100271320029
287919432.04,32646029.7089,223045059548,93379422.9983,341237153316
154318580173,72826214.0063,204924150.97,572378102564,157890791951
632970785.19,444415641921,188153450416,461218379505,51756800.4451
230269365272,79954919.3558,211454868661,269517185015,349838951767
176443117683,30695356.8201,319409651215,197680487.35,434179982243
108140893962,187011626948,279167921812,142508608703,194434025403
251222439872,901787037763,640795939.0,790864968286,214007145.25
239932650251,408880576296,154154093.49,696649311057,269331136.84
256949638459,620940921216,115097343272,149299990925,556240747316
438111145233,684352390561,323182634832,67331080087,-117896679813
117935051326,86148478.7733,165608312469,607233690.96,713327903.17
259194263747,602688064607,273884140848,294508674595,688231314612
196921762.39,431948662644,301511316645,1360099821.21,223951415.31
202012769883,217024756.89,131063623704,741246601269,964638664208
61972205.8179,482973897551,299962846.21,728953053974,337992697331
657364488351,137908711105,260121456037,55506178.1612,388327387625
384490184971,37653033.8172,248284951896,319729821091,23232767.4687
155695120035,297246450599,155169274049,310048539601,320445342683
204394281036,148559196178,250918764933,572679792641,253002548189
334619260477,546635757462,313124455343,321683886645,445346882561
254661730604,386033533235,654669494.97,276676006958,377186186571
124870164074,442859273218,271726496099,89842268.0076,-46594918.3979
0.0,786930020571,305255338532,337919917596,122365157738
813630111404,-44783636.0818,74768755.9349,422004572454,509789113317
210746106892,216990608412,212300621524,199059218242,661732876876
3159704.74866,247806970468,43300166.2699,748574811794,244246336528
162072147741,115423142236,600658725479,13538681.8118,348547970587
158857598282,489847461833,144247872175,295775350451,750454786.2
554305294266,273305870999,566898221305,366782261651,156376573766
79584426.1221,95503400.3099,504718924111,65311418.5449,95607256.1114
337369223056,513841867647,67549486.7925,411730197726,252915903066
160204274405,237632159251,211888718197,438708059077,249834106.96
284525055093,-48906225.6817,328121749254,416641537691,287813944785
98258933.2651,72429005.9189,243732899016,191245074396,205982732693
663729616311,121885091405,224203679371,341881166.91,591114043122
88754642.8086,507917444676,574226030421,70963988.2918,188060917366
450876326785,504778965159,-41927797.9267,72841408.0327,50997678.1428
309428636793,-54310123.3503,-11496940.7484,678418941692,397239852464
108772166929,40651354.2893,48460577.5004,370016928956,282599141246
335476494.14,107890235895,256305010.0,459558158238,-30315992.1859
265546853091,495367487595,30529042236,145434758942,119974846008
217491089181,99975033.5614,111146183828,233122506032,510312902777
286867526253,50968216.4634,788345450.83,448856466578,234610737576
268948992328,326691792983,6434578.00503,72124995.3112,262358818044
558625469886,208418019529,151379851.42,796351185007,141818223306
476378692287,88252959.1703,344880592372,164154775281,19450154.0798
209270905296,-44488331.3492,1041359459.98,103614633785,179471429277
477790593633,515603408466,217204180696,334596717336,474380386278
676472098172,104620483843,122695730169,737948898.77,0.0
203576270.18,284660264176,215708532.6,152491024056,130553378438
97917349.8813,406201800796,174891662752,664043499185,224500317182
200535179861,373547317701,402751022582,661595585056,304008861.29
254368747631,-28754432.0052,228688141427,238569561861,470758915993
227028362003,114705621486,211581920236,430286771573,114666831077
59875026.5956,334828822968,304537226117,200186549.66,185552177613
362914827651,1182839471.57,475034028593,76876847.8489,950675442395
72004118.5536,493057167034,205396414792,219039511904,334489481038
521739176248,863036040588,414271204304,97414155.4342,40715282.8596
641432130056,385195027603,159946869372,568831512205,511080590516
804443541765,475438706667,284937970894,424152827212,992804204545
822318098333,247507901002,47463637.5239,702939988.58,154898601274
161253354568,161352107969,140515830438,241961627195,554826774532
463546941902,473443579733,735140750081,284537299556,-46519797.1628
43098892.7314,689067230313,59125044.9119,421633707986,257097798.73
41285717.0714,498736159281,175583464304,477936627.15,18141502.2796
585407879096,328097415182,635876562597,207437118851,-32075179927
530005921017,145902940017,1072985279.9,105625420851,149087716281
134201335145,825734353854,193151148721,304174446318,143029579283
657861569421,320112004463,286404753632,55035136.3691,232689502.64
-26807341.4318,823865770885,323916503.47,294650965543,242920166051
628485772.63,731437206527,908432463945,500724201.15,263573309361
11841699.3719,120357253508,136258867284,3752910.58317,593917064596
625762537933,506551538941,1042861177.1,286857109834,319522841.99
547155744035,410884265469,495268129429,229722995.82,334930489408
548119749856,268080584.92,672048500128,183767662421,550635608371
57611968.6798,700013226889,232717478.07,794449982606,118005280916
36919299.7449,275115345566,218349368.43,127962481364,361321784589
520009141563,-30401113.9702,120413487404,114311872874,334882824722
267463898277,30457365.7234,136973476773,100783968422,201735940104
337988507156,569853252779,596610736794,5879546.14471,931292230802
201828303685,269571285843,210736844517,97557192.9618,501232794.36
1023515693.2,733287562452,0.0,403858579596,115463502763
315177084344,272713041118,64380092.9845,360502353.31,160099734338
143013768494,118333554631,266736284223,114935130387,418462585368
311512778225,600665863103,1091525569.1,142656788502,211280877773
120495567587,196913927301,358679609118,151937628257,428752663218
909038359369,97126205.0598,537444161147,123169368.5,92943267041
319779305354,0.0,859493899847,308927269.43,26409290.5229
536918260841,40826335.3595,200351527597,549848432561,64542986.6107
606876448087,331181448177,437650483.81,205717391676,251588415469
64733748.2499,671208256028,19837085.1812,556781223654,inf
442619927278,309934403226,249341173515,73297778.6422,716044880497
355033075758,531081129497,313725288278,562088189761,37488656.7822
416579284213,250541825933,281184783972,642742782807,589278958424
141068698799,398291454462,238566232612,625403278021,116376649646
404307623251,78845561.5182,421345876074,331012056681,250599903706
250411847739,561114898.64,194787986417,193057863949,88408576.8444
81067870.0049,809008961579,345592804707,-52739594378,266679700278
48261696.6752,325428755835,275203959363,353109603801,261829914302
383258580651,319585047356,201951068542,211163519671,280789200564
138318133019,126375503168,117540498975,364507016941,188372673739
104998926558,862895370374,691324398149,889665498057,637620387928
510253335492,117135051148,167428273699,427345308892,851891017469
115603622172,404080494756,52246316.2325,0.0,148910190622
505214407784,556256404681,154186921025,29480517.7718,533438380667
329993872662,21016905.3514,367665640.24,47323611.1855,17287667.0027
540802019729,363236543816,327018913684,209528025982,554255765817
82987795.5431,640284951032,504718021265,552185582901,223830687281
571416371633,243670187664,268288664163,246411804984,411090237288
491890901495,42658488.7565,22969423.0372,683655793412,95390048.6614
3333888.55366,914851513358,694167457603,528521088595,142319520656
387463861936,525326224322,76215074.3391,228922568584,255497524508
198073878.18,341271585342,605510157578,425498713.43,124302674793
321086896953,37388895.7842,573911919251,1418974066.6,411503474581
886728842.18,288918454.14,307493483815,75102725.9764,255417209796
340020167601,330536845623,765007461814,658026074998,240527843795
140842030084,554492274224,77103272.2328,192045729231,393120746192
124791694826,546861448154,207358011017,274940822598,177825167813
304323084001,744609230908,197689850182,430569486667,654850991967
285699664296,104436659036,406135470.33,420940423.37,257334052183
185990052463,58035298.7077,937773554865,159169205738,288235626918
